,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,0.0,0.11677484162422845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09245003270420486,0.09245003270420486,0.0,0.0,0.12751534261266767,0.12751534261266767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,0.0,0.11677484162422845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09245003270420486,0.09245003270420486,0.0,0.0,0.12751534261266767,0.12751534261266767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.9999999999999999,0.9999999999999999,0.1796053020267749,0.0,0.16807809012264696,0.27219981986673664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.0,0.0,0.0,0.0,0.0,0.0,0.22568514811147514,0.22568514811147514,0.22568514811147514,0.0,0.0,0.0
3,0.0,0.0,0.9999999999999999,0.9999999999999999,0.1796053020267749,0.0,0.16807809012264696,0.27219981986673664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.1600521736566552,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.17038855027411942,0.0,0.0,0.0,0.0,0.0,0.0,0.22568514811147514,0.22568514811147514,0.22568514811147514,0.0,0.0,0.0
4,0.0,0.0,0.1796053020267749,0.1796053020267749,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25197631533948484,0.25197631533948484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1721325931647741,0.33968311024337877,0.33968311024337877,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,1.0,0.18809794092662305,0.24659848095803594,0.07644397634449163,0.07644397634449163,0.07644397634449163,0.07644397634449163,0.07644397634449163,0.07644397634449163,0.07644397634449163,0.07644397634449163,0.07644397634449163,0.07644397634449163,0.07644397634449163,0.07644397634449163,0.223374237314982,0.223374237314982,0.0,0.0,0.3080976995778581,0.3080976995778581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09541404866573922,0.09541404866573922,0.09541404866573922,0.0,0.0,0.0
6,0.11677484162422845,0.11677484162422845,0.16807809012264696,0.16807809012264696,0.0,0.18809794092662305,0.9999999999999999,0.3575484709670971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17273340683501215,0.17273340683501215,0.0,0.0,0.23824934301205591,0.23824934301205591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0762770071396474,0.0762770071396474,0.0762770071396474,0.3411211461689767,0.07479575920067659,0.07479575920067659,0.1660114713278579,0.1660114713278579,0.1660114713278579,0.0,0.0,0.0
7,0.0,0.0,0.27219981986673664,0.27219981986673664,0.0,0.24659848095803594,0.3575484709670971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08492077756084468,0.08492077756084468,0.0,0.0,0.11713032141645455,0.11713032141645455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14509525002200233,0.14509525002200233,0.14509525002200233,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.07644397634449163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05264981264926563,0.05264981264926563,0.0,0.0,0.07261932421315972,0.07261932421315972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.09245003270420486,0.09245003270420486,0.0,0.0,0.0,0.223374237314982,0.17273340683501215,0.08492077756084468,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,1.0,1.0,0.0,0.0,0.7250110520819842,0.7250110520819842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09058216273156766,0.09058216273156766,0.09058216273156766,0.0,0.0888231183368655,0.0888231183368655,0.03285760387267627,0.03285760387267627,0.03285760387267627,0.0,0.0,0.0
21,0.09245003270420486,0.09245003270420486,0.0,0.0,0.0,0.223374237314982,0.17273340683501215,0.08492077756084468,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,0.05264981264926563,1.0,1.0,0.0,0.0,0.7250110520819842,0.7250110520819842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09058216273156766,0.09058216273156766,0.09058216273156766,0.0,0.0888231183368655,0.0888231183368655,0.03285760387267627,0.03285760387267627,0.03285760387267627,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.25197631533948484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17457431218879393,0.17457431218879393,0.17457431218879393,0.26024001945294223,0.2567762955065478,0.2567762955065478,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.25197631533948484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17457431218879393,0.17457431218879393,0.17457431218879393,0.26024001945294223,0.2567762955065478,0.2567762955065478,0.0,0.0,0.0,0.0,0.0,0.0
24,0.12751534261266767,0.12751534261266767,0.0,0.0,0.0,0.3080976995778581,0.23824934301205591,0.11713032141645455,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.7250110520819842,0.7250110520819842,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12493900951088487,0.12493900951088487,0.12493900951088487,0.0,0.12251277836633778,0.12251277836633778,0.045320142056207914,0.045320142056207914,0.045320142056207914,0.0,0.0,0.0
25,0.12751534261266767,0.12751534261266767,0.0,0.0,0.0,0.3080976995778581,0.23824934301205591,0.11713032141645455,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.07261932421315972,0.7250110520819842,0.7250110520819842,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12493900951088487,0.12493900951088487,0.12493900951088487,0.0,0.12251277836633778,0.12251277836633778,0.045320142056207914,0.045320142056207914,0.045320142056207914,0.0,0.0,0.0
26,0.0,0.0,0.1600521736566552,0.1600521736566552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.1600521736566552,0.1600521736566552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.1600521736566552,0.1600521736566552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.1600521736566552,0.1600521736566552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.1600521736566552,0.1600521736566552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.939336436627724,0.939336436627724,0.939336436627724,0.939336436627724,0.939336436627724,0.939336436627724,0.939336436627724,0.939336436627724,0.939336436627724,0.939336436627724,0.939336436627724,0.939336436627724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.1600521736566552,0.1600521736566552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.9393364366277241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
